"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000007520",417.472533804966,0.312022815723459,0.309655412725544,1.00764528214468,0.313624782076834,0.547426891138363
"ENSG00000007541",494.521967244117,0.632161651857507,0.2831641171617,2.23249209043147,0.0255824574107897,0.106109056306117
"ENSG00000007545",271.098596692281,0.356765319726164,0.280866916558961,1.27022906114067,0.204003048680192,0.421477996801529
"ENSG00000007866",647.242124708196,0.206087434790713,0.309478800223084,0.665917777379769,0.505463656885548,0.716060006744383
"ENSG00000007908",62.0219778371869,3.40729303265026,0.906228191131895,3.75986210315802,0.000170007041150318,0.00224226466551933
"ENSG00000007923",1052.91708157994,-0.286538339221943,0.437806249184983,-0.654486635938527,0.512798334327768,0.721226766798323
"ENSG00000007933",149.852676509355,0.477640877298407,0.606265003374316,0.787841743527961,0.430789280590235,0.655888925624714
"ENSG00000007944",609.983259709682,-0.464174129935095,0.453165699612325,-1.02429228499021,0.305697240870267,0.539804033108132
"ENSG00000007952",1683.80422211463,-0.184707680799743,0.791476318845022,-0.233371076811599,0.815473270522053,0.912978026809978
"ENSG00000007968",209.586260975081,-0.343607652607078,0.449680413949118,-0.764115229279161,0.444798577537435,0.667807736385042
"ENSG00000008018",1758.03974418935,0.254609653924289,0.323970929876246,0.785902778442337,0.431924446685719,0.656561143791184
"ENSG00000008056",25.8134877735199,0.961678202904068,0.811001156683211,1.18579140729847,0.235704685719447,0.460841122461094
"ENSG00000008083",520.82347325148,0.241454025361965,0.469853104479876,0.513892582723812,0.607327093574761,0.789172979355833
"ENSG00000008086",149.252324667449,0.239616582928196,0.622369368371361,0.385007031363438,0.7002322060746,0.84546072718756
"ENSG00000008118",6.63142672749826,2.42666427683292,0.943579296579466,2.57176507118133,0.0101181525637134,0.0540310991684614
"ENSG00000008128",274.93569773585,-0.00151454101214404,0.453840003371005,-0.00333716948901469,0.997337328930162,0.999772085912598
"ENSG00000008130",1539.92822868555,-0.38262954194633,0.339337277847419,-1.12757886305193,0.259497817473224,0.488743619913736
"ENSG00000008226",27.8129254180228,-0.955395635997988,0.741018151667292,-1.28930125915046,0.197293373415281,0.412937061477807
"ENSG00000008256",429.439857186243,-0.455129179554195,0.415182897315701,-1.09621369882228,0.272985266082158,0.503654366234141
"ENSG00000008277",98.1877471011293,-0.822984278684413,0.377361885010358,-2.18088872081457,0.0291916481754531,0.116944590556541
